tag,take_car,take_transit,take_ondemand,take_walk,orig_loc,dest_loc,home_node,work_node,pop,seg_types
person87,1.0,1.0,1.0,1.0,"[-85.28801228, 34.98944326]","[-85.31279994, 35.0448347]",202605304.0,202628918.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person88,1.0,1.0,1.0,1.0,"[-85.28006055, 34.99763173]","[-85.31160148, 35.03985936]",202647778.0,202605890.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person89,0.0,1.0,1.0,1.0,"[-85.28006055, 34.99763173]","[-85.31160148, 35.03985936]",202647778.0,202605890.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person90,1.0,1.0,1.0,1.0,"[-85.29549759, 35.00647526]","[-85.29656978, 35.04008065]",202627475.0,202638691.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person91,1.0,1.0,1.0,1.0,"[-85.28967915, 35.02277392]","[-85.31227986, 35.04885371]",202641016.0,202616861.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person92,1.0,1.0,1.0,1.0,"[-85.28803222, 35.00810039]","[-85.30071031, 35.04555055]",202659728.0,202662066.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person93,1.0,1.0,1.0,1.0,"[-85.28821242, 34.99013473]","[-85.30948224, 35.0447732]",202684519.0,202596787.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person94,1.0,1.0,1.0,1.0,"[-85.29250618, 35.01771076]","[-85.30572992, 35.05431616]",651293979.0,202741841.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person95,1.0,1.0,1.0,1.0,"[-85.28696003, 35.01144591]","[-85.31139307, 35.04273781]",202734548.0,202605886.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person96,1.0,1.0,1.0,1.0,"[-85.29242071, 35.00905662]","[-85.3156456, 35.0397478]",202684132.0,202597521.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person97,1.0,1.0,1.0,1.0,"[-85.2894917, 34.99747101]","[-85.30544574, 35.04097115]",202713892.0,4740835231.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person98,1.0,1.0,1.0,1.0,"[-85.28764529, 35.01587672]","[-85.3095787, 35.04465336]",202650759.0,202596787.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person99,1.0,1.0,1.0,1.0,"[-85.28954662, 35.01562874]","[-85.31016545, 35.06212912]",202625259.0,202647869.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person100,1.0,1.0,1.0,1.0,"[-85.28757382, 35.00280467]","[-85.30917815, 35.04024122]",202639260.0,202638849.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person101,1.0,1.0,1.0,1.0,"[-85.28647955, 35.00370457]","[-85.30558251, 35.04477147]",202639260.0,202633693.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person102,1.0,1.0,1.0,1.0,"[-85.28736613, 34.99393827]","[-85.30415684, 35.0481997]",202654271.0,202633677.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person103,1.0,1.0,1.0,1.0,"[-85.29171435, 35.00270436]","[-85.31722662, 35.04742879]",202642061.0,450325785.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person104,1.0,1.0,1.0,1.0,"[-85.28214964, 34.98734894]","[-85.30941997, 35.04774374]",1846854312.0,202596782.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person105,1.0,1.0,1.0,1.0,"[-85.28180734, 35.00733419]","[-85.30011161, 35.03604883]",202700868.0,202684393.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person106,0.0,1.0,1.0,1.0,"[-85.28180734, 35.00733419]","[-85.30011161, 35.03604883]",202700868.0,202684393.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person107,1.0,1.0,1.0,1.0,"[-85.28989236, 34.99601265]","[-85.30829631, 35.05080269]",202663300.0,202735927.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person108,1.0,1.0,1.0,1.0,"[-85.29193686, 35.0182196]","[-85.30357111, 35.04592401]",445928783.0,202741059.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person109,1.0,1.0,1.0,1.0,"[-85.28830088, 35.00761345]","[-85.31157345, 35.04418043]",202593910.0,202605878.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person110,1.0,1.0,1.0,1.0,"[-85.28441017, 34.99833615]","[-85.30698983, 35.04640119]",202645908.0,202645398.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person111,0.0,1.0,1.0,1.0,"[-85.28441017, 34.99833615]","[-85.30698983, 35.04640119]",202645908.0,202645398.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person112,1.0,1.0,1.0,1.0,"[-85.29099537, 35.00348732]","[-85.30707004, 35.04299184]",202597553.0,202641420.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person113,1.0,1.0,1.0,1.0,"[-85.29103039, 34.98529426]","[-85.30059543, 35.04549991]",202687339.0,202662066.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person114,1.0,1.0,1.0,1.0,"[-85.27912017, 35.00991568]","[-85.30994502, 35.03618553]",202605501.0,202640338.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person115,1.0,1.0,1.0,1.0,"[-85.28068497, 34.99936133]","[-85.30357105, 35.04960188]",202642012.0,3966555691.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person116,0.0,1.0,1.0,1.0,"[-85.28068497, 34.99936133]","[-85.30357105, 35.04960188]",202642012.0,3966555691.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person117,1.0,1.0,1.0,1.0,"[-85.29656936, 34.99832479]","[-85.30488445, 35.04946989]",202729551.0,3966555691.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person118,1.0,1.0,1.0,1.0,"[-85.28819009, 35.00581733]","[-85.3055077, 35.04151607]",202659731.0,4740835231.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person119,1.0,1.0,1.0,1.0,"[-85.28531787, 34.99486313]","[-85.3099774, 35.05287007]",202684502.0,202596770.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person120,1.0,1.0,1.0,1.0,"[-85.2949017, 34.99610568]","[-85.30407295, 35.04771235]",202663311.0,202633677.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person121,1.0,1.0,1.0,1.0,"[-85.28517191, 35.00888073]","[-85.31349544, 35.04464466]",202660165.0,202632635.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person122,0.0,1.0,1.0,1.0,"[-85.28517191, 35.00888073]","[-85.31349544, 35.04464466]",202660165.0,202632635.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person123,1.0,1.0,1.0,1.0,"[-85.27655504, 34.99327686]","[-85.29514364, 35.04325331]",202764966.0,202639116.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person124,1.0,1.0,1.0,1.0,"[-85.28535422, 34.99705215]","[-85.30762475, 35.04941316]",202684476.0,202629690.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person125,0.0,1.0,1.0,1.0,"[-85.28535422, 34.99705215]","[-85.30762475, 35.04941316]",202684476.0,202629690.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person126,1.0,1.0,1.0,1.0,"[-85.28793231, 35.01218428]","[-85.31470964, 35.0493315]",202650783.0,7007096574.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person127,1.0,1.0,1.0,1.0,"[-85.29107045, 35.01736518]","[-85.30927472, 35.0373867]",202611032.0,202597502.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person128,1.0,1.0,1.0,1.0,"[-85.29432284, 35.01082976]","[-85.30685472, 35.04750874]",202660201.0,202612544.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person129,1.0,1.0,1.0,1.0,"[-85.28471253, 35.00947495]","[-85.31616284, 35.0465863]",202746645.0,9671310528.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person130,1.0,1.0,1.0,1.0,"[-85.28573857, 34.99603448]","[-85.2998329, 35.04535397]",202663318.0,202662066.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person131,0.0,1.0,1.0,1.0,"[-85.28573857, 34.99603448]","[-85.2998329, 35.04535397]",202663318.0,202662066.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person132,1.0,1.0,1.0,1.0,"[-85.29339798, 35.01095891]","[-85.30580615, 35.04495474]",202660201.0,202633693.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person133,1.0,1.0,1.0,1.0,"[-85.28466534, 35.00104239]","[-85.31414116, 35.04619618]",202642078.0,202555555.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person134,1.0,1.0,1.0,1.0,"[-85.28478246, 34.99234451]","[-85.30658717, 35.05192558]",202654282.0,574894979.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person135,1.0,1.0,1.0,1.0,"[-85.29187239, 35.00970746]","[-85.29936987, 35.04771843]",202684132.0,4163482104.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person136,1.0,1.0,1.0,1.0,"[-85.28737874, 35.01836935]","[-85.31002895, 35.05146514]",202625256.0,202596774.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person137,1.0,1.0,1.0,1.0,"[-85.2894145, 35.00589578]","[-85.31346912, 35.0556222]",202597550.0,571720379.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person138,1.0,1.0,1.0,1.0,"[-85.28736088, 35.01348621]","[-85.30686723, 35.04439683]",202734544.0,202638664.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person139,1.0,1.0,1.0,1.0,"[-85.28050344, 35.00212597]","[-85.30994035, 35.0551116]",202605259.0,202596766.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person140,0.0,1.0,1.0,1.0,"[-85.28050344, 35.00212597]","[-85.30994035, 35.0551116]",202605259.0,202596766.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person141,1.0,1.0,1.0,1.0,"[-85.28973951, 34.99970037]","[-85.31658604, 35.04706678]",202645891.0,9671310528.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person142,1.0,1.0,1.0,1.0,"[-85.29056175, 35.00904591]","[-85.30954695, 35.04279226]",202664233.0,202636000.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person143,1.0,1.0,1.0,1.0,"[-85.29107807, 35.00400059]","[-85.30920404, 35.04089324]",202597553.0,202596799.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person144,1.0,1.0,1.0,1.0,"[-85.2797523, 34.99307494]","[-85.30713186, 35.04343282]",202663276.0,202641420.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person145,1.0,1.0,1.0,1.0,"[-85.2835113, 35.00412359]","[-85.31087599, 35.05170146]",202636425.0,651276680.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person146,0.0,1.0,1.0,1.0,"[-85.2835113, 35.00412359]","[-85.31087599, 35.05170146]",202636425.0,651276680.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person147,1.0,1.0,1.0,1.0,"[-85.29930649, 35.01094151]","[-85.30976876, 35.04539717]",202773788.0,202596786.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person148,1.0,1.0,1.0,1.0,"[-85.28470306, 35.0059401]","[-85.29971558, 35.04697305]",202593819.0,202608336.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person149,0.0,1.0,1.0,1.0,"[-85.28470306, 35.0059401]","[-85.29971558, 35.04697305]",202593819.0,202608336.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person150,1.0,1.0,1.0,1.0,"[-85.28851359, 35.00904585]","[-85.31085368, 35.05621273]",202734558.0,202605831.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person151,1.0,1.0,1.0,1.0,"[-85.28357922, 35.00367602]","[-85.31275082, 35.04042923]",202636425.0,202605890.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person152,0.0,1.0,1.0,1.0,"[-85.28357922, 35.00367602]","[-85.31275082, 35.04042923]",202636425.0,202605890.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person153,1.0,1.0,1.0,1.0,"[-85.28916972, 35.00320398]","[-85.30744311, 35.04764959]",202642069.0,202612544.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person154,1.0,1.0,1.0,1.0,"[-85.28979153, 35.01101907]","[-85.31591012, 35.04661696]",202749611.0,9671310528.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person155,1.0,1.0,1.0,1.0,"[-85.28339872, 34.99310908]","[-85.30248937, 35.04584388]",202684300.0,202608340.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person156,1.0,1.0,1.0,1.0,"[-85.29038543, 35.01611396]","[-85.31246286, 35.05263981]",202611045.0,450325887.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person157,1.0,1.0,1.0,1.0,"[-85.2838445, 35.01000431]","[-85.30473831, 35.04417063]",202746645.0,202695945.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person158,0.0,1.0,1.0,1.0,"[-85.2838445, 35.01000431]","[-85.30473831, 35.04417063]",202746645.0,202695945.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person159,1.0,1.0,1.0,1.0,"[-85.29793715, 35.01490257]","[-85.30865481, 35.03802525]",202619800.0,202641753.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person160,1.0,1.0,1.0,1.0,"[-85.27935754, 35.00022585]","[-85.30837328, 35.04895746]",202639279.0,202735936.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person161,0.0,1.0,1.0,1.0,"[-85.27935754, 35.00022585]","[-85.30837328, 35.04895746]",202639279.0,202735936.0,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person162,1.0,1.0,1.0,1.0,"[-85.29326666, 35.00418207]","[-85.30958523, 35.04567546]",202639245.0,202596786.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person163,1.0,1.0,1.0,1.0,"[-85.28651117, 35.00902334]","[-85.30636545, 35.05055085]",202659723.0,202736886.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person164,1.0,1.0,1.0,1.0,"[-85.2819317, 35.0141433]","[-85.31676041, 35.04717888]",202577503.0,9671310528.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person165,1.0,1.0,1.0,1.0,"[-85.29294454, 34.99914181]","[-85.29992013, 35.05148776]",202645878.0,202661118.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person166,1.0,1.0,1.0,1.0,"[-85.28802083, 35.00064488]","[-85.30524592, 35.04450363]",202647760.0,202695945.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person167,1.0,1.0,1.0,1.0,"[-85.28486825, 35.0052397]","[-85.3124649, 35.03800462]",202636420.0,202597518.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person168,0.0,1.0,1.0,1.0,"[-85.28486825, 35.0052397]","[-85.3124649, 35.03800462]",202636420.0,202597518.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person169,1.0,1.0,1.0,1.0,"[-85.28736789, 35.00072799]","[-85.30481507, 35.04893282]",202647760.0,202645384.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person170,1.0,1.0,1.0,1.0,"[-85.28244213, 35.01904117]","[-85.31075811, 35.04261834]",202631057.0,202605886.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person171,1.0,1.0,1.0,1.0,"[-85.28195943, 35.00870394]","[-85.30835861, 35.0498461]",202612583.0,202735931.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person172,0.0,1.0,1.0,1.0,"[-85.28195943, 35.00870394]","[-85.30835861, 35.0498461]",202612583.0,202735931.0,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
person173,1.0,1.0,1.0,1.0,"[-85.28586645, 35.00832724]","[-85.30056822, 35.0436831]",1846176242.0,574931068.0,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]"
