tag,orig_loc,dest_loc,take_car,take_transit,take_ondemand,take_walk,mass,leave_time_start,leave_time_end,arrival_time_start,arrival_time_end
person200,[-85.28478868  35.00635459],[-85.31437065  35.04489759],0.0,1.0,1.0,1.0,60,27574.0,29374.0,32326.0,34126.0
person201,[-85.28527931  35.01433217],[-85.31397305  35.04987103],1.0,1.0,1.0,1.0,60,24929.0,26729.0,29757.0,31557.0
person202,[-85.28885333  34.98650488],[-85.30659132  35.03943915],1.0,1.0,1.0,1.0,60,28889.0,30689.0,33705.0,35505.0
person203,[-85.2908393   35.00325466],[-85.31443948  35.04650735],1.0,1.0,1.0,1.0,60,27307.0,29107.0,32322.0,34122.0
person204,[-85.2856086  35.008639 ],[-85.30702508  35.03683646],1.0,1.0,1.0,1.0,60,27172.0,28972.0,33419.0,35219.0
person205,[-85.2949641   35.00886268],[-85.31714876  35.04768722],1.0,1.0,1.0,1.0,60,29179.0,30979.0,33861.0,35661.0
person206,[-85.29546712  34.99932802],[-85.31001415  35.04748641],1.0,1.0,1.0,1.0,60,28065.0,29865.0,32889.0,34689.0
person207,[-85.27700618  35.014324  ],[-85.3166512   35.05052195],1.0,1.0,1.0,1.0,60,29731.0,31531.0,33794.0,35594.0
person208,[-85.29555964  35.01610711],[-85.30407756  35.04355851],1.0,1.0,1.0,1.0,60,22148.0,23948.0,28204.0,30004.0
person209,[-85.28034778  35.01387761],[-85.30572159  35.04392043],1.0,1.0,1.0,1.0,60,28306.0,30106.0,31961.0,33761.0
person210,[-85.28901899  34.99998701],[-85.31232137  35.0510726 ],1.0,1.0,1.0,1.0,60,26301.0,28101.0,32159.0,33959.0
person211,[-85.29109244  35.00381654],[-85.30194409  35.03954664],1.0,1.0,1.0,1.0,60,28466.0,30266.0,32452.0,34252.0
person212,[-85.27861798  35.00330168],[-85.30864922  35.04572694],1.0,1.0,1.0,1.0,60,27913.0,29713.0,32386.0,34186.0
person213,[-85.27861798  35.00330168],[-85.30864922  35.04572694],0.0,1.0,1.0,1.0,60,25896.0,27696.0,32778.0,34578.0
person214,[-85.28108501  35.00673302],[-85.30259329  35.0544958 ],1.0,1.0,1.0,1.0,60,29449.0,31249.0,33226.0,35026.0
person215,[-85.28108501  35.00673302],[-85.30259329  35.0544958 ],0.0,1.0,1.0,1.0,60,21608.0,23408.0,25476.0,27276.0
person216,[-85.28355797  35.00347918],[-85.3058762   35.05307884],1.0,1.0,1.0,1.0,60,30005.0,31805.0,34175.0,35975.0
person217,[-85.28355797  35.00347918],[-85.3058762   35.05307884],0.0,1.0,1.0,1.0,60,22433.0,24233.0,29222.0,31022.0
person218,[-85.28147532  35.01419763],[-85.3126116   35.04649072],1.0,1.0,1.0,1.0,60,22679.0,24479.0,28233.0,30033.0
person219,[-85.27926261  35.00164419],[-85.30901182  35.04579266],1.0,1.0,1.0,1.0,60,28424.0,30224.0,32620.0,34420.0
person220,[-85.27926261  35.00164419],[-85.30901182  35.04579266],0.0,1.0,1.0,1.0,60,28814.0,30614.0,33588.0,35388.0
person221,[-85.28728881  35.00714867],[-85.31305148  35.04501532],1.0,1.0,1.0,1.0,60,28758.0,30558.0,33548.0,35348.0
person222,[-85.29521805  35.00032684],[-85.30829448  35.05094152],1.0,1.0,1.0,1.0,60,30481.0,32281.0,34110.0,35910.0
person223,[-85.28314719  35.01121281],[-85.30199771  35.04293686],1.0,1.0,1.0,1.0,60,27806.0,29606.0,31688.0,33488.0
person224,[-85.29271147  35.0029972 ],[-85.30680297  35.04418172],1.0,1.0,1.0,1.0,60,26090.0,27890.0,32711.0,34511.0
person225,[-85.2885923   34.99751695],[-85.30910687  35.04366343],1.0,1.0,1.0,1.0,60,27591.0,29391.0,31205.0,33005.0
person226,[-85.29042928  34.99879254],[-85.31126238  35.03585547],1.0,1.0,1.0,1.0,60,24144.0,25944.0,30066.0,31866.0
person227,[-85.28674649  34.99275061],[-85.30916807  35.04770469],1.0,1.0,1.0,1.0,60,28740.0,30540.0,33653.0,35453.0
person228,[-85.29064191  35.01023878],[-85.30221832  35.05108019],1.0,1.0,1.0,1.0,60,28178.0,29978.0,32300.0,34100.0
person229,[-85.29430058  35.00673206],[-85.31016562  35.03983154],1.0,1.0,1.0,1.0,60,25110.0,26910.0,29056.0,30856.0
person230,[-85.2799158   35.01792746],[-85.317148    35.05154512],1.0,1.0,1.0,1.0,60,23389.0,25189.0,29614.0,31414.0
person231,[-85.28571534  35.0061238 ],[-85.30654922  35.04615304],1.0,1.0,1.0,1.0,60,25733.0,27533.0,32279.0,34079.0
person232,[-85.28571534  35.0061238 ],[-85.30654922  35.04615304],0.0,1.0,1.0,1.0,60,27871.0,29671.0,32726.0,34526.0
person233,[-85.28630691  34.99936741],[-85.3088024   35.04160141],1.0,1.0,1.0,1.0,60,29961.0,31761.0,33620.0,35420.0
person234,[-85.2858618   35.01218652],[-85.30866596  35.04854087],1.0,1.0,1.0,1.0,60,25732.0,27532.0,31168.0,32968.0
person235,[-85.28589539  35.00872801],[-85.31185442  35.0542795 ],1.0,1.0,1.0,1.0,60,24461.0,26261.0,28898.0,30698.0
person236,[-85.32812072  35.00584912],[-85.30579896  35.04131616],1.0,1.0,1.0,1.0,60,28511.0,30311.0,33062.0,34862.0
person237,[-85.32967197  35.01224108],[-85.3133525   35.04279467],1.0,1.0,1.0,1.0,60,23800.0,25600.0,28416.0,30216.0
person238,[-85.32967197  35.01224108],[-85.3133525   35.04279467],0.0,1.0,1.0,1.0,60,29505.0,31305.0,34027.0,35827.0
person239,[-85.32003135  35.00412716],[-85.30608555  35.04826359],1.0,1.0,1.0,1.0,60,23958.0,25758.0,27654.0,29454.0
person240,[-85.32003135  35.00412716],[-85.30608555  35.04826359],0.0,1.0,1.0,1.0,60,30176.0,31976.0,34031.0,35831.0
person241,[-85.32661543  35.00826512],[-85.31215609  35.04456274],1.0,1.0,1.0,1.0,60,28906.0,30706.0,32915.0,34715.0
person242,[-85.32661543  35.00826512],[-85.31215609  35.04456274],0.0,1.0,1.0,1.0,60,27786.0,29586.0,31928.0,33728.0
person243,[-85.32507807  35.00016262],[-85.30612992  35.05395585],1.0,1.0,1.0,1.0,60,28253.0,30053.0,32817.0,34617.0
person244,[-85.32507807  35.00016262],[-85.30612992  35.05395585],0.0,1.0,1.0,1.0,60,29191.0,30991.0,33903.0,35703.0
person245,[-85.32904579  35.01640354],[-85.30782878  35.05003739],1.0,1.0,1.0,1.0,60,22534.0,24334.0,27355.0,29155.0
person246,[-85.32904579  35.01640354],[-85.30782878  35.05003739],0.0,1.0,1.0,1.0,60,27363.0,29163.0,32872.0,34672.0
person247,[-85.32413414  35.02403465],[-85.31442689  35.04811792],1.0,1.0,1.0,1.0,60,24570.0,26370.0,29488.0,31288.0
person248,[-85.31903583  35.00491231],[-85.30524637  35.04261853],1.0,1.0,1.0,1.0,60,27379.0,29179.0,33938.0,35738.0
person249,[-85.31903583  35.00491231],[-85.30524637  35.04261853],0.0,1.0,1.0,1.0,60,24953.0,26753.0,30805.0,32605.0
person250,[-85.3255659   35.00663317],[-85.3090427   35.04769223],1.0,1.0,1.0,1.0,60,26999.0,28799.0,33426.0,35226.0
person251,[-85.3255659   35.00663317],[-85.3090427   35.04769223],0.0,1.0,1.0,1.0,60,25840.0,27640.0,32154.0,33954.0
person252,[-85.32465877  34.99193445],[-85.3085275   35.04380098],1.0,1.0,1.0,1.0,60,30180.0,31980.0,33976.0,35776.0
person253,[-85.32465877  34.99193445],[-85.3085275   35.04380098],0.0,1.0,1.0,1.0,60,28414.0,30214.0,33227.0,35027.0
person254,[-85.31510779  34.98916422],[-85.31025687  35.04272105],1.0,1.0,1.0,1.0,60,23672.0,25472.0,30249.0,32049.0
person255,[-85.31510779  34.98916422],[-85.31025687  35.04272105],0.0,1.0,1.0,1.0,60,28649.0,30449.0,33632.0,35432.0
person256,[-85.32695823  35.00444719],[-85.30247676  35.05013801],1.0,1.0,1.0,1.0,60,29143.0,30943.0,34151.0,35951.0
person257,[-85.32695823  35.00444719],[-85.30247676  35.05013801],0.0,1.0,1.0,1.0,60,24650.0,26450.0,29227.0,31027.0
person258,[-85.32385896  34.99971963],[-85.30710779  35.04408716],1.0,1.0,1.0,1.0,60,27372.0,29172.0,31246.0,33046.0
person259,[-85.32385896  34.99971963],[-85.30710779  35.04408716],0.0,1.0,1.0,1.0,60,21819.0,23619.0,27371.0,29171.0
person260,[-85.32758362  35.00782335],[-85.31031129  35.04375572],1.0,1.0,1.0,1.0,60,29345.0,31145.0,33116.0,34916.0
person261,[-85.32295071  34.98813782],[-85.3085866   35.04770527],1.0,1.0,1.0,1.0,60,26515.0,28315.0,31796.0,33596.0
person262,[-85.32295071  34.98813782],[-85.3085866   35.04770527],0.0,1.0,1.0,1.0,60,24601.0,26401.0,29232.0,31032.0
person263,[-85.32832674  35.00404243],[-85.3113666   35.03957388],1.0,1.0,1.0,1.0,60,24877.0,26677.0,31576.0,33376.0
person264,[-85.3209384  35.0115304],[-85.30880465  35.04018432],1.0,1.0,1.0,1.0,60,26077.0,27877.0,30779.0,32579.0
person265,[-85.3209384  35.0115304],[-85.30880465  35.04018432],0.0,1.0,1.0,1.0,60,30428.0,32228.0,34053.0,35853.0
person266,[-85.32488236  35.00803786],[-85.30806309  35.0407652 ],1.0,1.0,1.0,1.0,60,22034.0,23834.0,28075.0,29875.0
person267,[-85.32488236  35.00803786],[-85.30806309  35.0407652 ],0.0,1.0,1.0,1.0,60,29560.0,31360.0,34015.0,35815.0
person268,[-85.31740565  34.99143997],[-85.30972184  35.0403787 ],1.0,1.0,1.0,1.0,60,29282.0,31082.0,33802.0,35602.0
person269,[-85.31740565  34.99143997],[-85.30972184  35.0403787 ],0.0,1.0,1.0,1.0,60,29743.0,31543.0,34040.0,35840.0
person270,[-85.3317059   35.01279285],[-85.30867273  35.04573123],1.0,1.0,1.0,1.0,60,27228.0,29028.0,31663.0,33463.0
person271,[-85.32386964  35.00946032],[-85.31023577  35.04409359],1.0,1.0,1.0,1.0,60,30026.0,31826.0,34008.0,35808.0
person272,[-85.32386964  35.00946032],[-85.31023577  35.04409359],0.0,1.0,1.0,1.0,60,26826.0,28626.0,32947.0,34747.0
person273,[-85.32161861  35.0067963 ],[-85.31061355  35.0395518 ],1.0,1.0,1.0,1.0,60,29217.0,31017.0,33291.0,35091.0
person274,[-85.32161861  35.0067963 ],[-85.31061355  35.0395518 ],0.0,1.0,1.0,1.0,60,23853.0,25653.0,30106.0,31906.0
person275,[-85.32668038  34.99530481],[-85.30760594  35.04830446],1.0,1.0,1.0,1.0,60,26414.0,28214.0,30655.0,32455.0
person276,[-85.32668038  34.99530481],[-85.30760594  35.04830446],0.0,1.0,1.0,1.0,60,22349.0,24149.0,27550.0,29350.0
person277,[-85.33173191  34.99636208],[-85.30855998  35.04853975],1.0,1.0,1.0,1.0,60,30209.0,32009.0,34032.0,35832.0
person278,[-85.33173191  34.99636208],[-85.30855998  35.04853975],0.0,1.0,1.0,1.0,60,28270.0,30070.0,33232.0,35032.0
person279,[-85.33169111  34.99277098],[-85.31221872  35.04678869],1.0,1.0,1.0,1.0,60,26425.0,28225.0,31564.0,33364.0
person280,[-85.33169111  34.99277098],[-85.31221872  35.04678869],0.0,1.0,1.0,1.0,60,28047.0,29847.0,32141.0,33941.0
person281,[-85.33005504  35.01145125],[-85.30528706  35.04288109],1.0,1.0,1.0,1.0,60,29544.0,31344.0,33377.0,35177.0
person282,[-85.32522856  35.01433214],[-85.30845279  35.05322928],1.0,1.0,1.0,1.0,60,23807.0,25607.0,28886.0,30686.0
person283,[-85.32522856  35.01433214],[-85.30845279  35.05322928],0.0,1.0,1.0,1.0,60,23516.0,25316.0,30160.0,31960.0
person284,[-85.33273128  34.99632744],[-85.30999777  35.04066772],1.0,1.0,1.0,1.0,60,28935.0,30735.0,32670.0,34470.0
person285,[-85.33273128  34.99632744],[-85.30999777  35.04066772],0.0,1.0,1.0,1.0,60,22017.0,23817.0,28441.0,30241.0
person286,[-85.32019527  35.00647119],[-85.30941146  35.04728284],1.0,1.0,1.0,1.0,60,28662.0,30462.0,33685.0,35485.0
person287,[-85.32019527  35.00647119],[-85.30941146  35.04728284],0.0,1.0,1.0,1.0,60,26227.0,28027.0,31602.0,33402.0
person288,[-85.32891493  35.00280731],[-85.30437757  35.04706265],1.0,1.0,1.0,1.0,60,29025.0,30825.0,32915.0,34715.0
person289,[-85.32901014  34.98996845],[-85.31347387  35.03814396],1.0,1.0,1.0,1.0,60,27214.0,29014.0,32137.0,33937.0
person290,[-85.32901014  34.98996845],[-85.31347387  35.03814396],0.0,1.0,1.0,1.0,60,28828.0,30628.0,32886.0,34686.0
person291,[-85.32595917  35.00407575],[-85.30492067  35.04345016],1.0,1.0,1.0,1.0,60,30073.0,31873.0,33757.0,35557.0
person292,[-85.32595917  35.00407575],[-85.30492067  35.04345016],0.0,1.0,1.0,1.0,60,24303.0,26103.0,30401.0,32201.0
person293,[-85.32400107  35.00829792],[-85.30735301  35.05031882],1.0,1.0,1.0,1.0,60,29856.0,31656.0,33668.0,35468.0
person294,[-85.32400107  35.00829792],[-85.30735301  35.05031882],0.0,1.0,1.0,1.0,60,29608.0,31408.0,33797.0,35597.0
person295,[-85.32366968  35.00668079],[-85.31058709  35.05135898],1.0,1.0,1.0,1.0,60,27176.0,28976.0,32287.0,34087.0
person296,[-85.32366968  35.00668079],[-85.31058709  35.05135898],0.0,1.0,1.0,1.0,60,25841.0,27641.0,32334.0,34134.0
person297,[-85.32220537  35.00384097],[-85.30723287  35.04487925],1.0,1.0,1.0,1.0,60,22317.0,24117.0,27716.0,29516.0
person298,[-85.32220537  35.00384097],[-85.30723287  35.04487925],0.0,1.0,1.0,1.0,60,29224.0,31024.0,33125.0,34925.0
person299,[-85.3225917   35.01425673],[-85.30399751  35.04618512],1.0,1.0,1.0,1.0,60,24463.0,26263.0,29106.0,30906.0
person300,[-85.3225917   35.01425673],[-85.30399751  35.04618512],0.0,1.0,1.0,1.0,60,28155.0,29955.0,32850.0,34650.0
person301,[-85.32354271  34.99824797],[-85.30498617  35.04700185],1.0,1.0,1.0,1.0,60,26742.0,28542.0,31485.0,33285.0
person302,[-85.32354271  34.99824797],[-85.30498617  35.04700185],0.0,1.0,1.0,1.0,60,25411.0,27211.0,30540.0,32340.0
person303,[-85.3248592   35.00587906],[-85.3169359   35.04564664],1.0,1.0,1.0,1.0,60,26695.0,28495.0,32508.0,34308.0
person304,[-85.3248592   35.00587906],[-85.3169359   35.04564664],0.0,1.0,1.0,1.0,60,27362.0,29162.0,31347.0,33147.0
person305,[-85.32569521  34.99369733],[-85.31390746  35.04907826],1.0,1.0,1.0,1.0,60,22532.0,24332.0,27701.0,29501.0
person306,[-85.32569521  34.99369733],[-85.31390746  35.04907826],0.0,1.0,1.0,1.0,60,25534.0,27334.0,31656.0,33456.0
person307,[-85.33100518  34.98690872],[-85.31384022  35.05123599],1.0,1.0,1.0,1.0,60,25958.0,27758.0,31004.0,32804.0
person308,[-85.33100518  34.98690872],[-85.31384022  35.05123599],0.0,1.0,1.0,1.0,60,26761.0,28561.0,32711.0,34511.0
person309,[-85.32629965  34.99925935],[-85.30308621  35.04266273],1.0,1.0,1.0,1.0,60,26228.0,28028.0,29876.0,31676.0
person310,[-85.32629965  34.99925935],[-85.30308621  35.04266273],0.0,1.0,1.0,1.0,60,29644.0,31444.0,33537.0,35337.0
person311,[-85.32132592  35.02889782],[-85.31134657  35.05042448],1.0,1.0,1.0,1.0,60,27750.0,29550.0,31598.0,33398.0
person312,[-85.32132592  35.02889782],[-85.31134657  35.05042448],0.0,1.0,1.0,1.0,60,29801.0,31601.0,33874.0,35674.0
person313,[-85.32372298  35.00519002],[-85.30609607  35.04393362],1.0,1.0,1.0,1.0,60,25536.0,27336.0,31550.0,33350.0
person314,[-85.32372298  35.00519002],[-85.30609607  35.04393362],0.0,1.0,1.0,1.0,60,29808.0,31608.0,33436.0,35236.0
person315,[-85.32351155  35.01447068],[-85.3002433   35.05189699],1.0,1.0,1.0,1.0,60,30505.0,32305.0,34186.0,35986.0
person316,[-85.32351155  35.01447068],[-85.3002433   35.05189699],0.0,1.0,1.0,1.0,60,22677.0,24477.0,26902.0,28702.0
person317,[-85.32566061  35.01240372],[-85.31106489  35.04180243],1.0,1.0,1.0,1.0,60,29349.0,31149.0,33871.0,35671.0
person318,[-85.32566061  35.01240372],[-85.31106489  35.04180243],0.0,1.0,1.0,1.0,60,27824.0,29624.0,32615.0,34415.0
person319,[-85.32713526  35.00605491],[-85.3091375  35.0436226],1.0,1.0,1.0,1.0,60,28240.0,30040.0,33464.0,35264.0
person320,[-85.32713526  35.00605491],[-85.3091375  35.0436226],0.0,1.0,1.0,1.0,60,25453.0,27253.0,30643.0,32443.0
person321,[-85.33030835  35.00696097],[-85.30939895  35.04418625],1.0,1.0,1.0,1.0,60,24996.0,26796.0,29952.0,31752.0
person322,[-85.32478361  34.99346091],[-85.30606373  35.04881891],1.0,1.0,1.0,1.0,60,27091.0,28891.0,33772.0,35572.0
person323,[-85.32478361  34.99346091],[-85.30606373  35.04881891],0.0,1.0,1.0,1.0,60,27835.0,29635.0,33495.0,35295.0
person324,[-85.32443816  35.02375612],[-85.31101063  35.04522081],1.0,1.0,1.0,1.0,60,26107.0,27907.0,29733.0,31533.0
person325,[-85.32277902  35.0010013 ],[-85.30137932  35.04900616],1.0,1.0,1.0,1.0,60,25897.0,27697.0,30609.0,32409.0
person326,[-85.32277902  35.0010013 ],[-85.30137932  35.04900616],0.0,1.0,1.0,1.0,60,22054.0,23854.0,27413.0,29213.0
person327,[-85.32524201  35.01367565],[-85.30807722  35.05140723],1.0,1.0,1.0,1.0,60,25306.0,27106.0,29753.0,31553.0
person328,[-85.32524201  35.01367565],[-85.30807722  35.05140723],0.0,1.0,1.0,1.0,60,27986.0,29786.0,31891.0,33691.0
person329,[-85.3247949   35.00206564],[-85.31525732  35.051155  ],1.0,1.0,1.0,1.0,60,30475.0,32275.0,34088.0,35888.0
person330,[-85.3247949   35.00206564],[-85.31525732  35.051155  ],0.0,1.0,1.0,1.0,60,28723.0,30523.0,33963.0,35763.0
person331,[-85.32193021  35.00375535],[-85.30824436  35.04208128],1.0,1.0,1.0,1.0,60,25505.0,27305.0,31927.0,33727.0
person332,[-85.32193021  35.00375535],[-85.30824436  35.04208128],0.0,1.0,1.0,1.0,60,24948.0,26748.0,32109.0,33909.0
person333,[-85.33319592  34.97879516],[-85.30454099  35.04722599],1.0,1.0,1.0,1.0,60,28191.0,29991.0,33172.0,34972.0
person334,[-85.33319592  34.97879516],[-85.30454099  35.04722599],0.0,1.0,1.0,1.0,60,30119.0,31919.0,33732.0,35532.0
person335,[-85.32676525  35.0053634 ],[-85.31294128  35.04649761],1.0,1.0,1.0,1.0,60,24984.0,26784.0,31869.0,33669.0
person336,[-85.32676525  35.0053634 ],[-85.31294128  35.04649761],0.0,1.0,1.0,1.0,60,23147.0,24947.0,27635.0,29435.0
person337,[-85.32387036  35.02373144],[-85.3018581   35.04676978],1.0,1.0,1.0,1.0,60,26524.0,28324.0,31210.0,33010.0
person338,[-85.32387235  35.00303227],[-85.30950557  35.04276977],1.0,1.0,1.0,1.0,60,28817.0,30617.0,34183.0,35983.0
person339,[-85.32387235  35.00303227],[-85.30950557  35.04276977],0.0,1.0,1.0,1.0,60,28184.0,29984.0,33646.0,35446.0
person340,[-85.31637499  35.01228703],[-85.31171747  35.04199811],1.0,1.0,1.0,1.0,60,22788.0,24588.0,28811.0,30611.0
person341,[-85.31637499  35.01228703],[-85.31171747  35.04199811],0.0,1.0,1.0,1.0,60,21954.0,23754.0,28114.0,29914.0
person342,[-85.32807556  35.00994437],[-85.3059189  35.0471024],1.0,1.0,1.0,1.0,60,28524.0,30324.0,33732.0,35532.0
person343,[-85.32807556  35.00994437],[-85.3059189  35.0471024],0.0,1.0,1.0,1.0,60,24946.0,26746.0,31634.0,33434.0
person344,[-85.32925229  35.0140556 ],[-85.30924471  35.04600747],1.0,1.0,1.0,1.0,60,30091.0,31891.0,33837.0,35637.0
person345,[-85.32925229  35.0140556 ],[-85.30924471  35.04600747],0.0,1.0,1.0,1.0,60,23145.0,24945.0,27334.0,29134.0
person346,[-85.31518645  35.01081216],[-85.3202913   35.04315788],1.0,1.0,1.0,1.0,60,26211.0,28011.0,32104.0,33904.0
person347,[-85.31518645  35.01081216],[-85.3202913   35.04315788],0.0,1.0,1.0,1.0,60,23829.0,25629.0,28180.0,29980.0
person348,[-85.32873464  35.00765765],[-85.30010158  35.04669889],1.0,1.0,1.0,1.0,60,22820.0,24620.0,29542.0,31342.0
person349,[-85.32909578  34.98836767],[-85.31582922  35.04629975],1.0,1.0,1.0,1.0,60,25612.0,27412.0,29248.0,31048.0
person350,[-85.32909578  34.98836767],[-85.31582922  35.04629975],0.0,1.0,1.0,1.0,60,27681.0,29481.0,31505.0,33305.0
person351,[-85.3254603   34.98731712],[-85.30240374  35.04352427],1.0,1.0,1.0,1.0,60,26438.0,28238.0,32200.0,34000.0
person352,[-85.3254603   34.98731712],[-85.30240374  35.04352427],0.0,1.0,1.0,1.0,60,24488.0,26288.0,30382.0,32182.0
person353,[-85.32496229  35.00747181],[-85.30976321  35.04397086],1.0,1.0,1.0,1.0,60,30062.0,31862.0,33833.0,35633.0
person354,[-85.32496229  35.00747181],[-85.30976321  35.04397086],0.0,1.0,1.0,1.0,60,28676.0,30476.0,32904.0,34704.0
person355,[-85.32303274  35.0008672 ],[-85.30455388  35.04211748],1.0,1.0,1.0,1.0,60,28740.0,30540.0,33706.0,35506.0
person356,[-85.32303274  35.0008672 ],[-85.30455388  35.04211748],0.0,1.0,1.0,1.0,60,25955.0,27755.0,31382.0,33182.0
person357,[-85.32438518  35.00732401],[-85.30706334  35.0458882 ],1.0,1.0,1.0,1.0,60,25242.0,27042.0,32193.0,33993.0
person358,[-85.32438518  35.00732401],[-85.30706334  35.0458882 ],0.0,1.0,1.0,1.0,60,27609.0,29409.0,33712.0,35512.0
person359,[-85.3272856   35.00071398],[-85.30807899  35.04670731],1.0,1.0,1.0,1.0,60,28497.0,30297.0,33555.0,35355.0
person360,[-85.3272856   35.00071398],[-85.30807899  35.04670731],0.0,1.0,1.0,1.0,60,29107.0,30907.0,33759.0,35559.0
person361,[-85.32363342  35.00656421],[-85.31693172  35.04655056],1.0,1.0,1.0,1.0,60,22553.0,24353.0,27280.0,29080.0
person362,[-85.32363342  35.00656421],[-85.31693172  35.04655056],0.0,1.0,1.0,1.0,60,26207.0,28007.0,31083.0,32883.0
person363,[-85.32694825  34.9992212 ],[-85.31489008  35.04909113],1.0,1.0,1.0,1.0,60,26653.0,28453.0,32835.0,34635.0
person364,[-85.32694825  34.9992212 ],[-85.31489008  35.04909113],0.0,1.0,1.0,1.0,60,30456.0,32256.0,34081.0,35881.0
person365,[-85.32847305  35.01719715],[-85.30721949  35.04538482],1.0,1.0,1.0,1.0,60,30405.0,32205.0,34107.0,35907.0
person366,[-85.32847305  35.01719715],[-85.30721949  35.04538482],0.0,1.0,1.0,1.0,60,28847.0,30647.0,32554.0,34354.0
person367,[-85.33033873  35.00462898],[-85.30797263  35.04121296],1.0,1.0,1.0,1.0,60,25312.0,27112.0,29190.0,30990.0
person368,[-85.32394776  35.00404108],[-85.30566929  35.04287816],1.0,1.0,1.0,1.0,60,27075.0,28875.0,33734.0,35534.0
person369,[-85.32394776  35.00404108],[-85.30566929  35.04287816],0.0,1.0,1.0,1.0,60,22549.0,24349.0,28398.0,30198.0
person370,[-85.33248697  35.01027737],[-85.3027171   35.04370232],1.0,1.0,1.0,1.0,60,24398.0,26198.0,29848.0,31648.0
person371,[-85.33035818  34.99869087],[-85.31277775  35.05513586],1.0,1.0,1.0,1.0,60,30449.0,32249.0,34136.0,35936.0
person372,[-85.33035818  34.99869087],[-85.31277775  35.05513586],0.0,1.0,1.0,1.0,60,30565.0,32365.0,34172.0,35972.0
person373,[-85.32365954  35.00278496],[-85.30735211  35.04701207],1.0,1.0,1.0,1.0,60,25508.0,27308.0,29678.0,31478.0
person374,[-85.32365954  35.00278496],[-85.30735211  35.04701207],0.0,1.0,1.0,1.0,60,27509.0,29309.0,34000.0,35800.0
person375,[-85.31955286  35.0009117 ],[-85.31166205  35.04284268],1.0,1.0,1.0,1.0,60,26131.0,27931.0,32192.0,33992.0
person376,[-85.31955286  35.0009117 ],[-85.31166205  35.04284268],0.0,1.0,1.0,1.0,60,23964.0,25764.0,28747.0,30547.0
person377,[-85.31907342  35.00839796],[-85.31198804  35.04233096],1.0,1.0,1.0,1.0,60,23115.0,24915.0,27179.0,28979.0
person378,[-85.31907342  35.00839796],[-85.31198804  35.04233096],0.0,1.0,1.0,1.0,60,24152.0,25952.0,29502.0,31302.0
person379,[-85.31487166  34.99615498],[-85.31557165  35.04179583],1.0,1.0,1.0,1.0,60,25920.0,27720.0,30652.0,32452.0
person380,[-85.31487166  34.99615498],[-85.31557165  35.04179583],0.0,1.0,1.0,1.0,60,30154.0,31954.0,34026.0,35826.0
person381,[-85.32456548  35.00524491],[-85.30545639  35.05368946],1.0,1.0,1.0,1.0,60,25358.0,27158.0,28995.0,30795.0
person382,[-85.32456548  35.00524491],[-85.30545639  35.05368946],0.0,1.0,1.0,1.0,60,29027.0,30827.0,32832.0,34632.0
person383,[-85.33257585  35.00585251],[-85.30506259  35.04616512],1.0,1.0,1.0,1.0,60,27165.0,28965.0,31934.0,33734.0
person384,[-85.31765522  35.00349657],[-85.30906063  35.04664691],1.0,1.0,1.0,1.0,60,29058.0,30858.0,34006.0,35806.0
person385,[-85.31765522  35.00349657],[-85.30906063  35.04664691],0.0,1.0,1.0,1.0,60,29396.0,31196.0,33771.0,35571.0
person386,[-85.3263943   34.99263239],[-85.30944785  35.04870591],1.0,1.0,1.0,1.0,60,23087.0,24887.0,27939.0,29739.0
person387,[-85.3263943   34.99263239],[-85.30944785  35.04870591],0.0,1.0,1.0,1.0,60,28011.0,29811.0,32516.0,34316.0
person388,[-85.31972726  35.02454408],[-85.3134608  35.0355797],1.0,1.0,1.0,1.0,60,29340.0,31140.0,33155.0,34955.0
person389,[-85.32487087  35.00702062],[-85.31336435  35.04507858],1.0,1.0,1.0,1.0,60,25834.0,27634.0,32512.0,34312.0
person390,[-85.32487087  35.00702062],[-85.31336435  35.04507858],0.0,1.0,1.0,1.0,60,24716.0,26516.0,28541.0,30341.0
person391,[-85.3217969   35.01491039],[-85.30387035  35.04301256],1.0,1.0,1.0,1.0,60,26850.0,28650.0,31850.0,33650.0
person392,[-85.3217969   35.01491039],[-85.30387035  35.04301256],0.0,1.0,1.0,1.0,60,29116.0,30916.0,34196.0,35996.0
person393,[-85.32265806  35.00827636],[-85.31472156  35.04819691],1.0,1.0,1.0,1.0,60,29835.0,31635.0,33727.0,35527.0
person394,[-85.32265806  35.00827636],[-85.31472156  35.04819691],0.0,1.0,1.0,1.0,60,23296.0,25096.0,28842.0,30642.0
person395,[-85.32663702  34.99932716],[-85.30945361  35.04212157],1.0,1.0,1.0,1.0,60,28665.0,30465.0,33407.0,35207.0
person396,[-85.32663702  34.99932716],[-85.30945361  35.04212157],0.0,1.0,1.0,1.0,60,23554.0,25354.0,27415.0,29215.0
person397,[-85.32447363  34.99841945],[-85.30077863  35.05176782],1.0,1.0,1.0,1.0,60,27647.0,29447.0,34193.0,35993.0
person398,[-85.32447363  34.99841945],[-85.30077863  35.05176782],0.0,1.0,1.0,1.0,60,21905.0,23705.0,28389.0,30189.0
person399,[-85.32555737  35.01050088],[-85.30995574  35.04667723],1.0,1.0,1.0,1.0,60,24905.0,26705.0,31539.0,33339.0
person400,[-85.32555737  35.01050088],[-85.30995574  35.04667723],0.0,1.0,1.0,1.0,60,24576.0,26376.0,31329.0,33129.0
