tag,orig_loc,dest_loc,take_car,take_transit,take_ondemand,take_walk,mass,leave_time_start,leave_time_end,arrival_time_start,arrival_time_end
person200,[-85.28916709  34.99463619],[-85.30940816  35.04110115],1.0,1.0,1.0,1.0,60,19779.0,21579.0,23610.0,25410.0
person201,[-85.2872179   35.00854111],[-85.30777501  35.04664264],1.0,1.0,1.0,1.0,60,79529.0,81329.0,84365.0,86165.0
person202,[-85.28909071  35.01112771],[-85.31453436  35.0495429 ],1.0,1.0,1.0,1.0,60,77647.0,79447.0,81995.0,83795.0
person203,[-85.28125651  35.01297974],[-85.30936887  35.05667869],1.0,1.0,1.0,1.0,60,78051.0,79851.0,84887.0,86687.0
person204,[-85.28265336  35.01365082],[-85.29852864  35.04746428],1.0,1.0,1.0,1.0,60,84512.0,86312.0,88180.0,89980.0
person205,[-85.28890379  35.01311102],[-85.30796864  35.0503049 ],1.0,1.0,1.0,1.0,60,80528.0,82328.0,87435.0,89235.0
person206,[-85.29662562  35.00308363],[-85.31186007  35.04908334],1.0,1.0,1.0,1.0,60,23089.0,24889.0,28519.0,30319.0
person207,[-85.28956275  35.01279543],[-85.30591275  35.04471192],1.0,1.0,1.0,1.0,60,45794.0,47594.0,50738.0,52538.0
person208,[-85.28944739  34.996477  ],[-85.30448612  35.04867788],1.0,1.0,1.0,1.0,60,78153.0,79953.0,84769.0,86569.0
person209,[-85.29490578  34.99257691],[-85.30825933  35.05056172],1.0,1.0,1.0,1.0,60,80602.0,82402.0,87345.0,89145.0
person210,[-85.28977657  35.00151315],[-85.30618555  35.04415171],1.0,1.0,1.0,1.0,60,27250.0,29050.0,33664.0,35464.0
person211,[-85.28700254  35.00007285],[-85.31344434  35.04804758],1.0,1.0,1.0,1.0,60,78011.0,79811.0,82732.0,84532.0
person212,[-85.29362411  35.00365742],[-85.29871933  35.04512574],1.0,1.0,1.0,1.0,60,83572.0,85372.0,87736.0,89536.0
person213,[-85.28832247  35.0024821 ],[-85.30612468  35.04524589],1.0,1.0,1.0,1.0,60,65897.0,67697.0,72754.0,74554.0
person214,[-85.29064764  34.99383744],[-85.30219191  35.04462245],1.0,1.0,1.0,1.0,60,17620.0,19420.0,23683.0,25483.0
person215,[-85.29239851  34.99046057],[-85.30620033  35.0399914 ],1.0,1.0,1.0,1.0,60,81717.0,83517.0,88045.0,89845.0
person216,[-85.2857248   35.00636628],[-85.3154361   35.04317048],1.0,1.0,1.0,1.0,60,82550.0,84350.0,86828.0,88628.0
person217,[-85.2857248   35.00636628],[-85.3154361   35.04317048],0.0,1.0,1.0,1.0,60,80293.0,82093.0,84972.0,86772.0
person218,[-85.28745488  35.0017438 ],[-85.30325283  35.0460501 ],1.0,1.0,1.0,1.0,60,81572.0,83372.0,87373.0,89173.0
person219,[-85.29445487  35.01118577],[-85.29522896  35.04752564],1.0,1.0,1.0,1.0,60,83143.0,84943.0,87280.0,89080.0
person220,[-85.28734616  34.99702773],[-85.30985922  35.04435417],1.0,1.0,1.0,1.0,60,82740.0,84540.0,87432.0,89232.0
person221,[-85.28617236  35.00166668],[-85.30738321  35.04762845],1.0,1.0,1.0,1.0,60,72046.0,73846.0,76806.0,78606.0
person222,[-85.29091747  35.00069839],[-85.30415722  35.04553157],1.0,1.0,1.0,1.0,60,82181.0,83981.0,86295.0,88095.0
person223,[-85.29509438  35.00060186],[-85.30363007  35.0414158 ],1.0,1.0,1.0,1.0,60,55337.0,57137.0,62246.0,64046.0
person224,[-85.28576422  34.98823971],[-85.30775338  35.05262348],1.0,1.0,1.0,1.0,60,19935.0,21735.0,24435.0,26235.0
person225,[-85.29253277  35.00698637],[-85.31372444  35.04494095],1.0,1.0,1.0,1.0,60,47587.0,49387.0,54168.0,55968.0
person226,[-85.32463261  35.00136648],[-85.30944144  35.04201215],1.0,1.0,1.0,1.0,60,71616.0,73416.0,78011.0,79811.0
person227,[-85.32463261  35.00136648],[-85.30944144  35.04201215],0.0,1.0,1.0,1.0,60,79211.0,81011.0,86405.0,88205.0
person228,[-85.3269511   35.00396446],[-85.31296658  35.0494317 ],1.0,1.0,1.0,1.0,60,69803.0,71603.0,73438.0,75238.0
person229,[-85.3269511   35.00396446],[-85.31296658  35.0494317 ],0.0,1.0,1.0,1.0,60,80959.0,82759.0,87600.0,89400.0
person230,[-85.31975011  35.0079717 ],[-85.30943579  35.04461568],1.0,1.0,1.0,1.0,60,40098.0,41898.0,46214.0,48014.0
person231,[-85.31975011  35.0079717 ],[-85.30943579  35.04461568],0.0,1.0,1.0,1.0,60,17697.0,19497.0,23700.0,25500.0
person232,[-85.32673258  35.00688179],[-85.31163205  35.04917219],1.0,1.0,1.0,1.0,60,71840.0,73640.0,77405.0,79205.0
person233,[-85.32673258  35.00688179],[-85.31163205  35.04917219],0.0,1.0,1.0,1.0,60,77431.0,79231.0,81739.0,83539.0
person234,[-85.32718487  35.00099556],[-85.31414046  35.05005092],1.0,1.0,1.0,1.0,60,68085.0,69885.0,72428.0,74228.0
person235,[-85.32718487  35.00099556],[-85.31414046  35.05005092],0.0,1.0,1.0,1.0,60,82243.0,84043.0,86941.0,88741.0
person236,[-85.32553177  35.00881555],[-85.30528319  35.04668199],1.0,1.0,1.0,1.0,60,28351.0,30151.0,34622.0,36422.0
person237,[-85.32553177  35.00881555],[-85.30528319  35.04668199],0.0,1.0,1.0,1.0,60,81347.0,83147.0,85047.0,86847.0
person238,[-85.32586887  34.98996076],[-85.30342808  35.04838447],1.0,1.0,1.0,1.0,60,78190.0,79990.0,83202.0,85002.0
person239,[-85.32586887  34.98996076],[-85.30342808  35.04838447],0.0,1.0,1.0,1.0,60,77716.0,79516.0,82257.0,84057.0
person240,[-85.33178978  34.99018707],[-85.31018293  35.04885531],1.0,1.0,1.0,1.0,60,41548.0,43348.0,47760.0,49560.0
person241,[-85.33178978  34.99018707],[-85.31018293  35.04885531],0.0,1.0,1.0,1.0,60,83942.0,85742.0,87913.0,89713.0
person242,[-85.32395455  35.00930492],[-85.30712575  35.04825419],1.0,1.0,1.0,1.0,60,83952.0,85752.0,88103.0,89903.0
person243,[-85.32395455  35.00930492],[-85.30712575  35.04825419],0.0,1.0,1.0,1.0,60,51140.0,52940.0,55316.0,57116.0
person244,[-85.32803933  34.98769376],[-85.31175343  35.04479984],1.0,1.0,1.0,1.0,60,71666.0,73466.0,76506.0,78306.0
person245,[-85.32803933  34.98769376],[-85.31175343  35.04479984],0.0,1.0,1.0,1.0,60,71932.0,73732.0,77684.0,79484.0
person246,[-85.32137654  34.99654804],[-85.30230962  35.04938514],1.0,1.0,1.0,1.0,60,82948.0,84748.0,86657.0,88457.0
person247,[-85.32137654  34.99654804],[-85.30230962  35.04938514],0.0,1.0,1.0,1.0,60,64148.0,65948.0,67852.0,69652.0
person248,[-85.3197342   34.99718186],[-85.31429588  35.04138643],1.0,1.0,1.0,1.0,60,78215.0,80015.0,84928.0,86728.0
person249,[-85.3197342   34.99718186],[-85.31429588  35.04138643],0.0,1.0,1.0,1.0,60,77671.0,79471.0,84062.0,85862.0
person250,[-85.32230884  35.0094899 ],[-85.30206025  35.04981743],1.0,1.0,1.0,1.0,60,48779.0,50579.0,53471.0,55271.0
person251,[-85.32230884  35.0094899 ],[-85.30206025  35.04981743],0.0,1.0,1.0,1.0,60,82362.0,84162.0,86825.0,88625.0
person252,[-85.32885869  35.02155421],[-85.3181868   35.04212706],1.0,1.0,1.0,1.0,60,83723.0,85523.0,87727.0,89527.0
person253,[-85.32885869  35.02155421],[-85.3181868   35.04212706],0.0,1.0,1.0,1.0,60,79903.0,81703.0,86314.0,88114.0
person254,[-85.32930408  35.01043492],[-85.3140904   35.03779873],1.0,1.0,1.0,1.0,60,80001.0,81801.0,86972.0,88772.0
person255,[-85.32644558  34.99079426],[-85.30670914  35.04377658],1.0,1.0,1.0,1.0,60,83150.0,84950.0,87284.0,89084.0
person256,[-85.32644558  34.99079426],[-85.30670914  35.04377658],0.0,1.0,1.0,1.0,60,27942.0,29742.0,33373.0,35173.0
person257,[-85.32611765  35.01450055],[-85.31111141  35.04208876],1.0,1.0,1.0,1.0,60,73457.0,75257.0,77228.0,79028.0
person258,[-85.32611765  35.01450055],[-85.31111141  35.04208876],0.0,1.0,1.0,1.0,60,72857.0,74657.0,76964.0,78764.0
person259,[-85.31861789  34.99812556],[-85.31527042  35.04943661],1.0,1.0,1.0,1.0,60,47586.0,49386.0,51913.0,53713.0
person260,[-85.31861789  34.99812556],[-85.31527042  35.04943661],0.0,1.0,1.0,1.0,60,81879.0,83679.0,86876.0,88676.0
person261,[-85.32678972  34.99386717],[-85.30954698  35.04595033],1.0,1.0,1.0,1.0,60,83481.0,85281.0,87202.0,89002.0
person262,[-85.32678972  34.99386717],[-85.30954698  35.04595033],0.0,1.0,1.0,1.0,60,33765.0,35565.0,40889.0,42689.0
person263,[-85.31852649  34.99418599],[-85.31515474  35.04050874],1.0,1.0,1.0,1.0,60,69515.0,71315.0,76255.0,78055.0
person264,[-85.31852649  34.99418599],[-85.31515474  35.04050874],0.0,1.0,1.0,1.0,60,35771.0,37571.0,42477.0,44277.0
person265,[-85.31994402  34.9937038 ],[-85.31108631  35.04623908],1.0,1.0,1.0,1.0,60,83081.0,84881.0,86851.0,88651.0
person266,[-85.31994402  34.9937038 ],[-85.31108631  35.04623908],0.0,1.0,1.0,1.0,60,81586.0,83386.0,87620.0,89420.0
person267,[-85.32041694  35.00245305],[-85.30955314  35.04255631],1.0,1.0,1.0,1.0,60,32712.0,34512.0,37022.0,38822.0
person268,[-85.32041694  35.00245305],[-85.30955314  35.04255631],0.0,1.0,1.0,1.0,60,79527.0,81327.0,85197.0,86997.0
person269,[-85.32485571  34.99214774],[-85.3184421   35.04435758],1.0,1.0,1.0,1.0,60,77795.0,79595.0,83757.0,85557.0
person270,[-85.32485571  34.99214774],[-85.3184421   35.04435758],0.0,1.0,1.0,1.0,60,61895.0,63695.0,67264.0,69064.0
person271,[-85.320913    34.99542872],[-85.30846013  35.04204268],1.0,1.0,1.0,1.0,60,51426.0,53226.0,56333.0,58133.0
person272,[-85.320913    34.99542872],[-85.30846013  35.04204268],0.0,1.0,1.0,1.0,60,83529.0,85329.0,87336.0,89136.0
person273,[-85.32445869  35.01952623],[-85.31029596  35.04524135],1.0,1.0,1.0,1.0,60,72232.0,74032.0,78694.0,80494.0
person274,[-85.32445869  35.01952623],[-85.31029596  35.04524135],0.0,1.0,1.0,1.0,60,69465.0,71265.0,74190.0,75990.0
person275,[-85.32628322  34.99924716],[-85.30695548  35.04654432],1.0,1.0,1.0,1.0,60,62957.0,64757.0,69378.0,71178.0
person276,[-85.32628322  34.99924716],[-85.30695548  35.04654432],0.0,1.0,1.0,1.0,60,59449.0,61249.0,65036.0,66836.0
person277,[-85.32636201  34.98959745],[-85.30878     35.04505313],1.0,1.0,1.0,1.0,60,58680.0,60480.0,64965.0,66765.0
person278,[-85.32636201  34.98959745],[-85.30878     35.04505313],0.0,1.0,1.0,1.0,60,82963.0,84763.0,88136.0,89936.0
person279,[-85.316897    35.00585286],[-85.31679371  35.05234724],1.0,1.0,1.0,1.0,60,67540.0,69340.0,72086.0,73886.0
person280,[-85.316897    35.00585286],[-85.31679371  35.05234724],0.0,1.0,1.0,1.0,60,81127.0,82927.0,87862.0,89662.0
person281,[-85.32081167  35.01545819],[-85.3115375   35.04276855],1.0,1.0,1.0,1.0,60,83760.0,85560.0,87909.0,89709.0
person282,[-85.32081167  35.01545819],[-85.3115375   35.04276855],0.0,1.0,1.0,1.0,60,80533.0,82333.0,84222.0,86022.0
person283,[-85.32097002  34.99875634],[-85.30763194  35.0526504 ],1.0,1.0,1.0,1.0,60,66898.0,68698.0,70528.0,72328.0
person284,[-85.32097002  34.99875634],[-85.30763194  35.0526504 ],0.0,1.0,1.0,1.0,60,39179.0,40979.0,46311.0,48111.0
person285,[-85.32788325  35.0224072 ],[-85.30978869  35.04770601],1.0,1.0,1.0,1.0,60,34531.0,36331.0,38166.0,39966.0
person286,[-85.32496855  35.00522261],[-85.29988031  35.05696179],1.0,1.0,1.0,1.0,60,83879.0,85679.0,87735.0,89535.0
person287,[-85.32496855  35.00522261],[-85.29988031  35.05696179],0.0,1.0,1.0,1.0,60,77165.0,78965.0,83970.0,85770.0
person288,[-85.31729153  34.9976938 ],[-85.31158963  35.04760373],1.0,1.0,1.0,1.0,60,81112.0,82912.0,84901.0,86701.0
person289,[-85.31729153  34.9976938 ],[-85.31158963  35.04760373],0.0,1.0,1.0,1.0,60,53669.0,55469.0,57980.0,59780.0
person290,[-85.32760274  34.99622796],[-85.30482819  35.04785137],1.0,1.0,1.0,1.0,60,70454.0,72254.0,76801.0,78601.0
person291,[-85.32760274  34.99622796],[-85.30482819  35.04785137],0.0,1.0,1.0,1.0,60,73463.0,75263.0,78733.0,80533.0
person292,[-85.3254628   35.00464745],[-85.31111849  35.04769332],1.0,1.0,1.0,1.0,60,75370.0,77170.0,82044.0,83844.0
person293,[-85.3254628   35.00464745],[-85.31111849  35.04769332],0.0,1.0,1.0,1.0,60,73130.0,74930.0,79676.0,81476.0
person294,[-85.33322746  35.00134563],[-85.31256519  35.048585  ],1.0,1.0,1.0,1.0,60,63767.0,65567.0,69175.0,70975.0
person295,[-85.32165279  34.99882779],[-85.31133313  35.05310005],1.0,1.0,1.0,1.0,60,80246.0,82046.0,85658.0,87458.0
person296,[-85.32165279  34.99882779],[-85.31133313  35.05310005],0.0,1.0,1.0,1.0,60,24448.0,26248.0,28277.0,30077.0
person297,[-85.32875361  35.013144  ],[-85.30703705  35.04160314],1.0,1.0,1.0,1.0,60,76849.0,78649.0,81987.0,83787.0
person298,[-85.32875361  35.013144  ],[-85.30703705  35.04160314],0.0,1.0,1.0,1.0,60,81937.0,83737.0,86865.0,88665.0
person299,[-85.32167079  35.01063556],[-85.3107206   35.04688998],1.0,1.0,1.0,1.0,60,58144.0,59944.0,63917.0,65717.0
person300,[-85.32167079  35.01063556],[-85.3107206   35.04688998],0.0,1.0,1.0,1.0,60,59925.0,61725.0,63636.0,65436.0
person301,[-85.32379199  35.00605137],[-85.3080587   35.04808111],1.0,1.0,1.0,1.0,60,71757.0,73557.0,76614.0,78414.0
person302,[-85.32379199  35.00605137],[-85.3080587   35.04808111],0.0,1.0,1.0,1.0,60,53390.0,55190.0,60067.0,61867.0
person303,[-85.32035959  35.01246757],[-85.30791708  35.0497293 ],1.0,1.0,1.0,1.0,60,81218.0,83018.0,85459.0,87259.0
person304,[-85.32035959  35.01246757],[-85.30791708  35.0497293 ],0.0,1.0,1.0,1.0,60,80669.0,82469.0,86833.0,88633.0
person305,[-85.32134734  34.99210371],[-85.30497474  35.04696646],1.0,1.0,1.0,1.0,60,76729.0,78529.0,83558.0,85358.0
person306,[-85.32134734  34.99210371],[-85.30497474  35.04696646],0.0,1.0,1.0,1.0,60,40644.0,42444.0,46770.0,48570.0
person307,[-85.31414885  35.01607004],[-85.30723476  35.04522656],1.0,1.0,1.0,1.0,60,75307.0,77107.0,80673.0,82473.0
person308,[-85.31414885  35.01607004],[-85.30723476  35.04522656],0.0,1.0,1.0,1.0,60,82756.0,84556.0,87452.0,89252.0
person309,[-85.3224615   35.00170713],[-85.30620028  35.0484693 ],1.0,1.0,1.0,1.0,60,52629.0,54429.0,56848.0,58648.0
person310,[-85.3224615   35.00170713],[-85.30620028  35.0484693 ],0.0,1.0,1.0,1.0,60,44159.0,45959.0,51195.0,52995.0
person311,[-85.32935461  35.02107833],[-85.31001442  35.04289734],1.0,1.0,1.0,1.0,60,81731.0,83531.0,85399.0,87199.0
person312,[-85.32935461  35.02107833],[-85.31001442  35.04289734],0.0,1.0,1.0,1.0,60,46185.0,47985.0,50677.0,52477.0
person313,[-85.32773709  34.99483826],[-85.30662263  35.04929489],1.0,1.0,1.0,1.0,60,80332.0,82132.0,84585.0,86385.0
person314,[-85.32773709  34.99483826],[-85.30662263  35.04929489],0.0,1.0,1.0,1.0,60,80111.0,81911.0,86150.0,87950.0
person315,[-85.32600894  35.00796779],[-85.31476505  35.05263211],1.0,1.0,1.0,1.0,60,26600.0,28400.0,30698.0,32498.0
person316,[-85.32600894  35.00796779],[-85.31476505  35.05263211],0.0,1.0,1.0,1.0,60,65449.0,67249.0,69928.0,71728.0
person317,[-85.32384689  34.9913631 ],[-85.30749697  35.04383704],1.0,1.0,1.0,1.0,60,35286.0,37086.0,42369.0,44169.0
person318,[-85.32384689  34.9913631 ],[-85.30749697  35.04383704],0.0,1.0,1.0,1.0,60,82730.0,84530.0,87815.0,89615.0
person319,[-85.32096393  35.00503337],[-85.30705596  35.03996607],1.0,1.0,1.0,1.0,60,79115.0,80915.0,83510.0,85310.0
person320,[-85.32096393  35.00503337],[-85.30705596  35.03996607],0.0,1.0,1.0,1.0,60,38633.0,40433.0,43385.0,45185.0
person321,[-85.32408089  35.00100919],[-85.30520497  35.04514584],1.0,1.0,1.0,1.0,60,80943.0,82743.0,84732.0,86532.0
person322,[-85.32408089  35.00100919],[-85.30520497  35.04514584],0.0,1.0,1.0,1.0,60,71147.0,72947.0,77036.0,78836.0
person323,[-85.33208561  35.01523016],[-85.30982688  35.04803233],1.0,1.0,1.0,1.0,60,72551.0,74351.0,76995.0,78795.0
person324,[-85.33208561  35.01523016],[-85.30982688  35.04803233],0.0,1.0,1.0,1.0,60,66071.0,67871.0,70614.0,72414.0
person325,[-85.33200192  34.99691011],[-85.31106725  35.04007507],1.0,1.0,1.0,1.0,60,83686.0,85486.0,87890.0,89690.0
person326,[-85.33200192  34.99691011],[-85.31106725  35.04007507],0.0,1.0,1.0,1.0,60,67957.0,69757.0,72339.0,74139.0
person327,[-85.3153888   34.99933192],[-85.3045933   35.04031726],1.0,1.0,1.0,1.0,60,67761.0,69561.0,73980.0,75780.0
person328,[-85.3153888   34.99933192],[-85.3045933   35.04031726],0.0,1.0,1.0,1.0,60,77317.0,79117.0,82535.0,84335.0
person329,[-85.31921164  35.00580903],[-85.3057465   35.04930429],1.0,1.0,1.0,1.0,60,41936.0,43736.0,47170.0,48970.0
person330,[-85.31921164  35.00580903],[-85.3057465   35.04930429],0.0,1.0,1.0,1.0,60,82908.0,84708.0,87962.0,89762.0
person331,[-85.32188686  34.99219521],[-85.31728078  35.04560741],1.0,1.0,1.0,1.0,60,81706.0,83506.0,86769.0,88569.0
person332,[-85.32188686  34.99219521],[-85.31728078  35.04560741],0.0,1.0,1.0,1.0,60,40693.0,42493.0,47696.0,49496.0
person333,[-85.31879937  34.99291897],[-85.31238492  35.04753019],1.0,1.0,1.0,1.0,60,82803.0,84603.0,86474.0,88274.0
person334,[-85.31879937  34.99291897],[-85.31238492  35.04753019],0.0,1.0,1.0,1.0,60,72302.0,74102.0,78770.0,80570.0
person335,[-85.32157315  35.00162209],[-85.31208352  35.041771  ],1.0,1.0,1.0,1.0,60,17551.0,19351.0,21719.0,23519.0
person336,[-85.32157315  35.00162209],[-85.31208352  35.041771  ],0.0,1.0,1.0,1.0,60,80645.0,82445.0,85386.0,87186.0
person337,[-85.32435368  35.00644938],[-85.31436336  35.04211619],1.0,1.0,1.0,1.0,60,20268.0,22068.0,24509.0,26309.0
person338,[-85.32435368  35.00644938],[-85.31436336  35.04211619],0.0,1.0,1.0,1.0,60,81881.0,83681.0,86398.0,88198.0
person339,[-85.32222576  34.99931238],[-85.31122714  35.04795256],1.0,1.0,1.0,1.0,60,56013.0,57813.0,60048.0,61848.0
person340,[-85.32222576  34.99931238],[-85.31122714  35.04795256],0.0,1.0,1.0,1.0,60,35532.0,37332.0,41358.0,43158.0
person341,[-85.31635071  35.00050942],[-85.30469889  35.04540714],1.0,1.0,1.0,1.0,60,62569.0,64369.0,67470.0,69270.0
person342,[-85.31635071  35.00050942],[-85.30469889  35.04540714],0.0,1.0,1.0,1.0,60,71534.0,73334.0,75502.0,77302.0
person343,[-85.32397221  35.01354881],[-85.30874874  35.04628725],1.0,1.0,1.0,1.0,60,84136.0,85936.0,87880.0,89680.0
person344,[-85.32397221  35.01354881],[-85.30874874  35.04628725],0.0,1.0,1.0,1.0,60,63917.0,65717.0,68956.0,70756.0
person345,[-85.32212469  35.00686844],[-85.30613301  35.05270497],1.0,1.0,1.0,1.0,60,81098.0,82898.0,86848.0,88648.0
person346,[-85.32212469  35.00686844],[-85.30613301  35.05270497],0.0,1.0,1.0,1.0,60,44510.0,46310.0,50467.0,52267.0
person347,[-85.33125132  34.99487767],[-85.30413513  35.04957794],1.0,1.0,1.0,1.0,60,26959.0,28759.0,32921.0,34721.0
person348,[-85.33125132  34.99487767],[-85.30413513  35.04957794],0.0,1.0,1.0,1.0,60,72965.0,74765.0,79075.0,80875.0
person349,[-85.32787345  35.00985438],[-85.31011833  35.04289051],1.0,1.0,1.0,1.0,60,79565.0,81365.0,86106.0,87906.0
person350,[-85.32787345  35.00985438],[-85.31011833  35.04289051],0.0,1.0,1.0,1.0,60,81724.0,83524.0,85880.0,87680.0
person351,[-85.32353832  35.0147536 ],[-85.31603532  35.04453947],1.0,1.0,1.0,1.0,60,83459.0,85259.0,87076.0,88876.0
person352,[-85.32353832  35.0147536 ],[-85.31603532  35.04453947],0.0,1.0,1.0,1.0,60,32750.0,34550.0,36891.0,38691.0
person353,[-85.32466492  35.00321212],[-85.30519621  35.04778442],1.0,1.0,1.0,1.0,60,15558.0,17358.0,20640.0,22440.0
person354,[-85.32466492  35.00321212],[-85.30519621  35.04778442],0.0,1.0,1.0,1.0,60,81742.0,83542.0,86493.0,88293.0
person355,[-85.32326177  35.0074931 ],[-85.31161144  35.0453965 ],1.0,1.0,1.0,1.0,60,38269.0,40069.0,41869.0,43669.0
person356,[-85.32326177  35.0074931 ],[-85.31161144  35.0453965 ],0.0,1.0,1.0,1.0,60,75924.0,77724.0,80598.0,82398.0
person357,[-85.32723791  35.00294383],[-85.30461501  35.04356068],1.0,1.0,1.0,1.0,60,22840.0,24640.0,27065.0,28865.0
person358,[-85.32723791  35.00294383],[-85.30461501  35.04356068],0.0,1.0,1.0,1.0,60,74228.0,76028.0,81298.0,83098.0
person359,[-85.3255831   35.00121974],[-85.31196223  35.05557179],1.0,1.0,1.0,1.0,60,82268.0,84068.0,86190.0,87990.0
person360,[-85.3255831   35.00121974],[-85.31196223  35.05557179],0.0,1.0,1.0,1.0,60,60631.0,62431.0,65864.0,67664.0
person361,[-85.3264809   34.99729781],[-85.30423743  35.03984009],1.0,1.0,1.0,1.0,60,61873.0,63673.0,66753.0,68553.0
person362,[-85.3264809   34.99729781],[-85.30423743  35.03984009],0.0,1.0,1.0,1.0,60,83442.0,85242.0,87869.0,89669.0
person363,[-85.31743292  35.00244975],[-85.30181842  35.03987217],1.0,1.0,1.0,1.0,60,50467.0,52267.0,55255.0,57055.0
person364,[-85.31743292  35.00244975],[-85.30181842  35.03987217],0.0,1.0,1.0,1.0,60,76473.0,78273.0,80572.0,82372.0
person365,[-85.32038919  34.99802944],[-85.30543168  35.04750564],1.0,1.0,1.0,1.0,60,71634.0,73434.0,77163.0,78963.0
person366,[-85.32038919  34.99802944],[-85.30543168  35.04750564],0.0,1.0,1.0,1.0,60,84125.0,85925.0,87911.0,89711.0
person367,[-85.32193088  35.00139637],[-85.29634097  35.04644981],1.0,1.0,1.0,1.0,60,31624.0,33424.0,37363.0,39163.0
person368,[-85.32193088  35.00139637],[-85.29634097  35.04644981],0.0,1.0,1.0,1.0,60,78770.0,80570.0,83176.0,84976.0
person369,[-85.3190495   34.98369116],[-85.31202051  35.04557762],1.0,1.0,1.0,1.0,60,61880.0,63680.0,67625.0,69425.0
person370,[-85.3190495   34.98369116],[-85.31202051  35.04557762],0.0,1.0,1.0,1.0,60,75893.0,77693.0,81678.0,83478.0
person371,[-85.33142541  35.00665183],[-85.30681534  35.04134279],1.0,1.0,1.0,1.0,60,71964.0,73764.0,76505.0,78305.0
person372,[-85.31620768  35.00210047],[-85.30644633  35.05006407],1.0,1.0,1.0,1.0,60,76246.0,78046.0,82593.0,84393.0
person373,[-85.31620768  35.00210047],[-85.30644633  35.05006407],0.0,1.0,1.0,1.0,60,84492.0,86292.0,88193.0,89993.0
person374,[-85.3243181   35.00601056],[-85.30988459  35.04643564],1.0,1.0,1.0,1.0,60,81389.0,83189.0,88184.0,89984.0
person375,[-85.3243181   35.00601056],[-85.30988459  35.04643564],0.0,1.0,1.0,1.0,60,81262.0,83062.0,86969.0,88769.0
person376,[-85.32380632  35.00953003],[-85.30990971  35.04067476],1.0,1.0,1.0,1.0,60,62725.0,64525.0,68090.0,69890.0
person377,[-85.32380632  35.00953003],[-85.30990971  35.04067476],0.0,1.0,1.0,1.0,60,39752.0,41552.0,44892.0,46692.0
person378,[-85.32511874  35.01025223],[-85.31221447  35.04051932],1.0,1.0,1.0,1.0,60,61012.0,62812.0,66469.0,68269.0
person379,[-85.32511874  35.01025223],[-85.31221447  35.04051932],0.0,1.0,1.0,1.0,60,83512.0,85312.0,87483.0,89283.0
person380,[-85.32134577  35.00728829],[-85.30650451  35.04560404],1.0,1.0,1.0,1.0,60,77612.0,79412.0,81757.0,83557.0
person381,[-85.32134577  35.00728829],[-85.30650451  35.04560404],0.0,1.0,1.0,1.0,60,78527.0,80327.0,82469.0,84269.0
person382,[-85.32561835  34.99545733],[-85.30495318  35.05406053],1.0,1.0,1.0,1.0,60,82794.0,84594.0,86633.0,88433.0
person383,[-85.32561835  34.99545733],[-85.30495318  35.05406053],0.0,1.0,1.0,1.0,60,79392.0,81192.0,84816.0,86616.0
person384,[-85.32526331  35.01233347],[-85.30818757  35.0407503 ],1.0,1.0,1.0,1.0,60,83469.0,85269.0,88134.0,89934.0
person385,[-85.32526331  35.01233347],[-85.30818757  35.0407503 ],0.0,1.0,1.0,1.0,60,41574.0,43374.0,47154.0,48954.0
person386,[-85.31824478  35.00721867],[-85.31206074  35.04352808],1.0,1.0,1.0,1.0,60,31201.0,33001.0,38281.0,40081.0
person387,[-85.31824478  35.00721867],[-85.31206074  35.04352808],0.0,1.0,1.0,1.0,60,67984.0,69784.0,74721.0,76521.0
person388,[-85.33178725  35.01343989],[-85.30832731  35.0394069 ],1.0,1.0,1.0,1.0,60,30204.0,32004.0,35094.0,36894.0
person389,[-85.33178725  35.01343989],[-85.30832731  35.0394069 ],0.0,1.0,1.0,1.0,60,41337.0,43137.0,45900.0,47700.0
person390,[-85.33275559  34.99570106],[-85.30993604  35.03905476],1.0,1.0,1.0,1.0,60,51851.0,53651.0,57830.0,59630.0
person391,[-85.33275559  34.99570106],[-85.30993604  35.03905476],0.0,1.0,1.0,1.0,60,77910.0,79710.0,82333.0,84133.0
person392,[-85.33019942  35.01969422],[-85.3072968   35.04710384],1.0,1.0,1.0,1.0,60,64430.0,66230.0,69951.0,71751.0
person393,[-85.33019942  35.01969422],[-85.3072968   35.04710384],0.0,1.0,1.0,1.0,60,68312.0,70112.0,72450.0,74250.0
person394,[-85.32294703  35.01254988],[-85.30631063  35.04335448],1.0,1.0,1.0,1.0,60,80563.0,82363.0,85194.0,86994.0
person395,[-85.32294703  35.01254988],[-85.30631063  35.04335448],0.0,1.0,1.0,1.0,60,83620.0,85420.0,87516.0,89316.0
person396,[-85.33228185  35.00720739],[-85.30695718  35.04795981],1.0,1.0,1.0,1.0,60,54731.0,56531.0,59645.0,61445.0
person397,[-85.32521187  34.99773962],[-85.31709826  35.03807765],1.0,1.0,1.0,1.0,60,79218.0,81018.0,84837.0,86637.0
person398,[-85.32521187  34.99773962],[-85.31709826  35.03807765],0.0,1.0,1.0,1.0,60,71546.0,73346.0,78366.0,80166.0
person399,[-85.32431999  34.99609782],[-85.3061184   35.03747446],1.0,1.0,1.0,1.0,60,83334.0,85134.0,87628.0,89428.0
