tag,take_car,take_transit,take_ondemand,take_walk,leave_time_start,leave_time_end,arrival_time_start,arrival_time_end,orig_loc,dest_loc,home_node,work_node,pop,seg_types,median_income,drive_weight_time,drive_weight_money,drive_weight_conven,drive_weight_switches,walk_weight_time,walk_weight_money,walk_weight_conven,walk_weight_switches,ondemand_weight_time,ondemand_weight_money,ondemand_weight_conven,ondemand_weight_switches,transit_weight_time,transit_weight_money,transit_weight_conven,transit_weight_switches
person105,0.0,1.0,1.0,1.0,82252.0,84052.0,86701.0,88501.0,"[-85.28457711, 35.00573937]","[-85.30919707, 35.0431288]",202593819,202641417,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person106,1.0,1.0,1.0,1.0,63253.0,65053.0,69192.0,70992.0,"[-85.28262355, 35.01213962]","[-85.30490266, 35.04380827]",202741250,202638669,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person107,1.0,1.0,1.0,1.0,79157.0,80957.0,83932.0,85732.0,"[-85.28857213, 34.99448473]","[-85.30847719, 35.04568399]",202654268,202612556,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person108,1.0,1.0,1.0,1.0,74117.0,75917.0,78410.0,80210.0,"[-85.29058992, 35.00152906]","[-85.3045591, 35.04236528]",202647750,4740835231,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person109,1.0,1.0,1.0,1.0,80565.0,82365.0,86769.0,88569.0,"[-85.28409382, 35.01372819]","[-85.30614573, 35.05077338]",202659749,202736886,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person110,1.0,1.0,1.0,1.0,40792.0,42592.0,46136.0,47936.0,"[-85.29414257, 35.01171322]","[-85.31942897, 35.04521073]",202731397,202694168,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.009014363546310055,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.027043090638930165,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person111,1.0,1.0,1.0,1.0,48231.0,50031.0,53356.0,55156.0,"[-85.28414276, 34.98951464]","[-85.30997351, 35.04842384]",202663942,202596779,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person112,1.0,1.0,1.0,1.0,83278.0,85078.0,87210.0,89010.0,"[-85.281277, 35.0176073]","[-85.30631943, 35.04255649]",202631060,202641423,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.009393548387096775,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.028180645161290322,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person113,1.0,1.0,1.0,1.0,77671.0,79471.0,84392.0,86192.0,"[-85.28818022, 35.00463724]","[-85.3147659, 35.05368017]",202636415,9671310444,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person114,1.0,1.0,1.0,1.0,60835.0,62635.0,65688.0,67488.0,"[-85.28945803, 35.01000719]","[-85.31087435, 35.0500282]",202734558,574906188,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person115,1.0,1.0,1.0,1.0,22662.0,24462.0,29344.0,31144.0,"[-85.28773726, 35.00932555]","[-85.30988608, 35.04654004]",202659723,202596782,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person116,1.0,1.0,1.0,1.0,70000.0,71800.0,74443.0,76243.0,"[-85.29728637, 35.01031242]","[-85.30652923, 35.04644397]",7622661357,202645391,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.009014363546310055,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.027043090638930165,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person117,1.0,1.0,1.0,1.0,29482.0,31282.0,33817.0,35617.0,"[-85.28138635, 35.00421462]","[-85.31037341, 35.04676735]",202605528,202620748,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person118,0.0,1.0,1.0,1.0,63237.0,65037.0,68497.0,70297.0,"[-85.28138635, 35.00421462]","[-85.31037341, 35.04676735]",202605528,202620748,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person119,1.0,1.0,1.0,1.0,37934.0,39734.0,43158.0,44958.0,"[-85.27785332, 35.00362544]","[-85.31435828, 35.05027021]",202593860,7007096574,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person120,0.0,1.0,1.0,1.0,83715.0,85515.0,87898.0,89698.0,"[-85.27785332, 35.00362544]","[-85.31435828, 35.05027021]",202593860,7007096574,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person121,1.0,1.0,1.0,1.0,72962.0,74762.0,77620.0,79420.0,"[-85.28781996, 35.01464318]","[-85.29970198, 35.04764699]",202650763,4163482104,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person122,1.0,1.0,1.0,1.0,72096.0,73896.0,76378.0,78178.0,"[-85.29099182, 34.99892621]","[-85.31499364, 35.03682343]",202645886,202605893,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person123,1.0,1.0,1.0,1.0,78133.0,79933.0,83030.0,84830.0,"[-85.28503533, 34.99516221]","[-85.31215105, 35.03790862]",202605286,202597508,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person124,0.0,1.0,1.0,1.0,29369.0,31169.0,34197.0,35997.0,"[-85.28503533, 34.99516221]","[-85.31215105, 35.03790862]",202605286,202597508,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person125,1.0,1.0,1.0,1.0,16628.0,18428.0,20767.0,22567.0,"[-85.28635701, 35.00969136]","[-85.30828107, 35.0558154]",202660165,202696993,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person126,1.0,1.0,1.0,1.0,45444.0,47244.0,50844.0,52644.0,"[-85.29510185, 34.98549046]","[-85.30770455, 35.04288912]",202729600,202641420,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.009014363546310055,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.027043090638930165,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person127,1.0,1.0,1.0,1.0,74849.0,76649.0,81118.0,82918.0,"[-85.29353916, 35.01058605]","[-85.3141673, 35.05540051]",202660201,571720379,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person128,1.0,1.0,1.0,1.0,32000.0,33800.0,39018.0,40818.0,"[-85.28503497, 34.99352877]","[-85.30394201, 35.04389035]",202605289,202596948,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person129,1.0,1.0,1.0,1.0,84301.0,86101.0,87989.0,89789.0,"[-85.28886394, 34.99717468]","[-85.30911644, 35.04533529]",202713892,202596786,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person130,1.0,1.0,1.0,1.0,20956.0,22756.0,27013.0,28813.0,"[-85.28674148, 35.00436716]","[-85.31243366, 35.04664538]",202636417,1939230367,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person131,1.0,1.0,1.0,1.0,56368.0,58168.0,61067.0,62867.0,"[-85.29451935, 35.01915038]","[-85.30464375, 35.04788218]",445928798,202645384,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.009393548387096775,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.028180645161290322,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person132,1.0,1.0,1.0,1.0,81108.0,82908.0,87210.0,89010.0,"[-85.2828111, 35.01709852]","[-85.31378928, 35.04516035]",445923093,9671310498,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person133,1.0,1.0,1.0,1.0,62407.0,64207.0,69602.0,71402.0,"[-85.28534027, 35.00077253]","[-85.31300065, 35.04474374]",202642078,202628918,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person134,1.0,1.0,1.0,1.0,45221.0,47021.0,49340.0,51140.0,"[-85.28626978, 34.98993172]","[-85.30314373, 35.03890585]",202670994,7618250431,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person135,1.0,1.0,1.0,1.0,82030.0,83830.0,85809.0,87609.0,"[-85.28579616, 34.99434517]","[-85.30130309, 35.04907949]",202684299,1850072765,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person136,1.0,1.0,1.0,1.0,47334.0,49134.0,51052.0,52852.0,"[-85.29195528, 35.00092996]","[-85.3075874, 35.05030903]",202647744,202629690,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person137,1.0,1.0,1.0,1.0,78899.0,80699.0,84758.0,86558.0,"[-85.28826934, 35.01624434]","[-85.30967234, 35.05138393]",202625257,202596774,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person138,1.0,1.0,1.0,1.0,77757.0,79557.0,84354.0,86154.0,"[-85.28739071, 34.99218428]","[-85.31292573, 35.04143585]",202684510,202546566,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person139,1.0,1.0,1.0,1.0,75651.0,77451.0,80627.0,82427.0,"[-85.28500571, 35.01491163]","[-85.30828907, 35.05013392]",1846176325,202735931,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person140,1.0,1.0,1.0,1.0,83995.0,85795.0,87943.0,89743.0,"[-85.28724046, 35.00105677]","[-85.3085211, 35.0482056]",202642076,202735936,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person141,1.0,1.0,1.0,1.0,67238.0,69038.0,74394.0,76194.0,"[-85.28363277, 34.99719239]","[-85.31123034, 35.05337746]",202605276,573578720,0.8921933085501859,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
